16:37:17 INFO  application.AppManager - Start in browser CHROME
16:37:18 INFO  tests.TestBase - Start method  --> NegativeAddSameContact
16:37:18 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
16:37:28 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
16:37:28 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
16:37:29 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
16:37:29 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
16:37:29 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
16:37:29 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
16:37:29 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
16:37:29 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
16:37:29 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
16:37:29 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='ADD']
16:37:30 INFO  application.MyListener - The element -->By.xpath: //*[.='ADD']was found
16:37:30 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
16:37:30 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
16:37:30 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
16:37:30 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
16:37:30 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
16:37:30 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
16:37:30 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
16:37:30 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
16:37:30 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
16:37:30 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
16:37:31 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
16:37:31 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
16:37:31 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
