11:47:28 INFO  application.AppManager - Start in browser CHROME
11:47:29 INFO  tests.TestBase - Start method  --> removeAllContacts
11:47:29 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
11:47:39 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
11:47:39 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
11:47:39 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
11:47:39 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
11:47:39 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
11:47:39 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
11:47:39 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
11:47:39 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
11:47:39 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
11:47:39 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='ADD']
11:47:40 INFO  application.MyListener - The element -->By.xpath: //*[.='ADD']was found
11:47:41 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:41 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
11:47:41 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:41 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
11:47:41 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:41 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
11:47:41 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:41 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
11:47:41 INFO  application.MyListener - Start find element by -->By.xpath: //button[.='Remove']
11:47:41 INFO  application.MyListener - The element -->By.xpath: //button[.='Remove']was found
11:47:43 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:43 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
11:47:43 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:43 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
11:47:43 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:43 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
11:47:43 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:43 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
11:47:43 INFO  application.MyListener - Start find element by -->By.xpath: //button[.='Remove']
11:47:43 INFO  application.MyListener - The element -->By.xpath: //button[.='Remove']was found
11:47:45 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
11:47:45 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
