17:23:44 INFO  application.AppManager - Start in browser CHROME
17:23:46 INFO  tests.TestBase - Start method  --> NegativeAddSameContact
17:23:46 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
17:23:56 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
17:23:56 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
17:23:56 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
17:23:56 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
17:23:56 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
17:23:56 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
17:23:56 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
17:23:57 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
17:23:57 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
17:23:57 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='ADD']
17:23:57 INFO  application.MyListener - The element -->By.xpath: //*[.='ADD']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
17:23:58 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
17:23:58 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
17:23:58 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
17:23:58 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
17:23:58 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
17:23:58 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
17:23:58 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
17:23:58 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
17:23:58 INFO  application.MyListener - Start find element by -->By.xpath: //h3
17:23:59 INFO  application.MyListener - The element -->By.xpath: //h3was found
17:23:59 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
17:23:59 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
17:23:59 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
17:23:59 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
17:24:00 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
17:24:00 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
17:24:00 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
17:24:00 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
17:24:00 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
17:24:00 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
17:24:00 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
17:24:00 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
17:24:00 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
17:24:00 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
17:24:01 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
17:24:01 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
17:24:01 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
17:24:01 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
17:24:01 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
17:24:01 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
17:24:01 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
17:24:01 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
17:24:01 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
17:24:01 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
17:24:01 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
17:24:11 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
17:24:11 INFO  tests.TestBase - End of method --> NegativeAddSameContact
